Driver,Nationality,Seasons,Championships,Race_Entries,Race_Starts,Pole_Positions,Race_Wins,Podiums,Fastest_Laps,Points,Active,Championship Years,Decade,Pole_Rate,Start_Rate,Win_Rate,Podium_Rate,FastLap_Rate,Points_Per_Entry,Years_Active,Champion,Championship_Experience,Wins_Per_Season,Podiums_Per_Season,Points_Per_Season,Win_Efficiency,Podium_Efficiency,Pole_Conversion,Nationality_Encoded
Carlo Abate,Italy,"[1962, 1963]",0.0,-0.5007901490232184,0.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1960,0.0,0.0,0.0,0.0,0.0,0.0,-0.4756767370934792,0,Non-Champion,0.0,0.0,0.0,,,0.0,21
George Abecassis,United Kingdom,"[1951, 1952]",0.0,-0.5193950903582703,2.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,-0.4756767370934792,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,42
Kenny Acheson,United Kingdom,"[1983, 1985]",0.0,-0.37055555967785475,3.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1980,0.0,0.3,0.0,0.0,0.0,0.0,-0.4756767370934792,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,42
Andrea de Adamich,Italy,"[1968, 1970, 1971, 1972, 1973]",0.0,0.1131729150334957,30.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.1875341521075229,0,,1970,0.0,0.8333333333333334,0.0,0.0,0.0,0.1666666666666666,0.3815289538348389,0,Non-Champion,0.0,0.0,1.2,0.0,0.0,0.0,21
Philippe Adams,Belgium,[1994],0.0,-0.5193950903582703,2.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1990,0.0,1.0,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,3
Walt Ader,United States,[1950],0.0,-0.5380000316933222,1.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,43
Kurt Adolff,West Germany,[1953],0.0,-0.5380000316933222,1.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,46
Fred Agabashian,United States,"[1950, 1951, 1952, 1953, 1954, 1955, 1956, 1957]",0.0,-0.3891605010129067,8.0,1.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.20446319626263193,0,,1950,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.1666666666666666,1.2387346447631569,0,Non-Champion,0.0,0.0,0.19,0.0,0.0,0.0,43
Kurt Ahrens Jr.,West Germany,"[1966, 1967, 1968, 1969]",0.0,-0.4821852076881664,4.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1970,0.0,1.0,0.0,0.0,0.0,0.0,0.09579372352539954,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,46
Jack Aitken,United Kingdom,[2020],0.0,-0.5380000316933222,1.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,2020,0.0,1.0,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,42
Christijan Albers,Netherlands,"[2005, 2006, 2007]",0.0,0.29922232838401513,46.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.19505817173201578,0,,2010,0.0,1.0,0.0,0.0,0.0,0.0869565217391304,-0.18994150678403982,0,Non-Champion,0.0,0.0,1.33,0.0,0.0,0.0,29
Alexander Albon,Thailand,"[2019, 2020, 2022]",0.0,0.5782964484097942,60.0,0.0,-0.19230290088106675,-0.12180049515709508,0.0,0.549819771092782,1,,2020,0.0,0.9836065573770492,0.0,0.0327868852459016,0.0,3.3114754098360657,-0.18994150678403982,0,Non-Champion,0.0,0.67,67.33,0.0,0.033,0.0,41
Michele Alboreto,Italy,"[1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994]",0.0,3.443457414007793,194.0,2.0,0.578329222686643,1.3340548659730882,5.0,0.49150861900296205,0,,1990,0.0093023255813953,0.9023255813953488,0.0232558139534883,0.1069767441860465,0.0232558139534883,0.8674418604651163,2.953146026619793,0,Non-Champion,0.36,1.64,13.32,0.026,0.119,2.5,21
Jean Alesi,France,"[1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001]",0.0,3.2015931766521177,201.0,2.0,-0.0381764761675248,1.9579928778860238,4.0,0.6965381537703937,0,,2000,0.0099009900990099,0.995049504950495,0.0049504950495049,0.1584158415841584,0.0198019801980198,1.193069306930693,2.6674107963103535,0,Non-Champion,0.08,2.46,18.54,0.005,0.159,0.5,15
Jaime Alguersuari,Spain,"[2009, 2010, 2011]",0.0,0.29922232838401513,46.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.09348390680136154,0,,2010,0.0,1.0,0.0,0.0,0.0,0.6739130434782609,-0.18994150678403982,0,Non-Champion,0.0,0.0,10.33,0.0,0.0,0.0,38
Philippe Alliot,France,"[1984, 1985, 1986, 1987, 1988, 1989, 1990, 1993, 1994]",0.0,1.601568221837651,109.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.1837721422952764,0,,1990,0.0,0.9396551724137931,0.0,0.0,0.0,0.0603448275862069,1.5244698750725962,0,Non-Champion,0.0,0.0,0.78,0.0,0.0,0.0,15
Cliff Allison,United Kingdom,"[1958, 1959, 1960, 1961]",0.0,-0.22171602899743925,16.0,0.0,-0.19230290088106675,-0.19112694092519905,0.0,-0.16872410304629062,0,,1960,0.0,0.8888888888888888,0.0,0.0555555555555555,0.0,0.6111111111111112,0.09579372352539954,0,Non-Champion,0.0,0.25,2.75,0.0,0.062,0.0,42
Fernando Alonso,Spain,"[2001, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2021, 2022]",2.0,6.1225689662552725,356.0,22.0,4.739742689952275,6.60286474434899,23.0,7.599826159242636,1,"[2005, 2006]",2010,0.0612813370473537,0.9916434540389972,0.0891364902506963,0.2757660167130919,0.064066852367688,5.782729805013927,4.38182217816699,1,Champion,1.68,5.21,109.26,0.09,0.278,1.45,38
Giovanna Amati,Italy,[1992],0.0,-0.5007901490232184,0.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1990,0.0,0.0,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,,,0.0,21
George Amick,United States,[1958],0.0,-0.5193950903582703,1.0,0.0,-0.19230290088106675,-0.19112694092519905,0.0,-0.1875341521075229,0,,1960,0.0,0.5,0.0,0.5,0.0,3.0,-0.7614119674029185,0,Non-Champion,0.0,1.0,6.0,0.0,1.0,0.0,43
Red Amick,United States,"[1959, 1960]",0.0,-0.5193950903582703,2.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1960,0.0,1.0,0.0,0.0,0.0,0.0,-0.4756767370934792,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,43
Chris Amon,New Zealand,"[1963, 1964, 1965, 1966, 1967, 1968, 1969, 1970, 1971, 1972, 1973, 1974, 1975, 1976]",0.0,1.4527286911572355,96.0,5.0,-0.19230290088106675,0.5021375167558406,3.0,0.10214060343545406,0,,1970,0.0462962962962962,0.8888888888888888,0.0,0.1018518518518518,0.0277777777777777,0.7685185185185185,2.953146026619793,0,Non-Champion,0.0,0.79,5.93,0.0,0.115,0.0,30
Bob Anderson,United Kingdom,"[1963, 1964, 1965, 1966, 1967]",0.0,-0.017061674311867888,25.0,0.0,-0.19230290088106675,-0.19112694092519905,0.0,-0.18001013248302997,0,,1960,0.0,0.8620689655172413,0.0,0.0344827586206896,0.0,0.2758620689655172,0.3815289538348389,0,Non-Champion,0.0,0.2,1.6,0.0,0.04,0.0,42
Conny Andersson,Sweden,"[1976, 1977]",0.0,-0.4635802663531145,1.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1980,0.0,0.2,0.0,0.0,0.0,0.0,-0.4756767370934792,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,39
Emil Andres,United States,[1950],0.0,-0.5380000316933222,0.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1950,0.0,0.0,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,,,0.0,43
Mario Andretti,United States,"[1968, 1969, 1970, 1971, 1972, 1974, 1975, 1976, 1977, 1978, 1979, 1980, 1981, 1982]",1.0,1.8806423418634302,128.0,18.0,1.6572141956814366,1.0567490829006723,10.0,0.46705555522336006,0,[1978],1980,0.1374045801526717,0.9770992366412212,0.0916030534351145,0.1450381679389313,0.0763358778625954,1.3740458015267176,2.953146026619793,1,Champion,0.86,1.36,12.86,0.094,0.148,0.67,43
Michael Andretti,United States,[1993],0.0,-0.31474073567269895,13.0,0.0,-0.19230290088106675,-0.19112694092519905,0.0,-0.1837721422952764,0,,1990,0.0,1.0,0.0,0.0769230769230769,0.0,0.5384615384615384,-0.7614119674029185,0,Non-Champion,0.0,1.0,7.0,0.0,0.077,0.0,43
Keith Andrews,United States,"[1955, 1956]",0.0,-0.5007901490232184,2.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1960,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,-0.4756767370934792,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,43
Elio de Angelis,Italy,"[1979, 1980, 1981, 1982, 1983, 1984, 1985, 1986]",0.0,1.4713336324922874,108.0,3.0,0.11594994854601715,0.36348462521963265,0.0,0.24885898611306576,0,,1980,0.0275229357798165,0.9908256880733946,0.018348623853211,0.0825688073394495,0.0,1.1192660550458715,1.2387346447631569,0,Non-Champion,0.25,1.12,15.25,0.019,0.083,0.67,21
Marco Apicella,Italy,[1993],0.0,-0.5380000316933222,1.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1990,0.0,1.0,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,21
Mário de Araújo Cabral,Portugal,"[1959, 1960, 1963, 1964]",0.0,-0.4635802663531145,4.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1960,0.0,0.8,0.0,0.0,0.0,0.0,0.09579372352539954,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,32
Frank Armi,United States,[1954],0.0,-0.5007901490232184,1.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1950,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,43
Chuck Arnold,United States,[1959],0.0,-0.5193950903582703,1.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1960,0.0,0.5,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,43
René Arnoux,France,"[1978, 1979, 1980, 1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989]",0.0,2.494605405920144,149.0,18.0,0.8865820721137269,1.2647284202049842,12.0,0.4708175650356065,0,,1980,0.1097560975609756,0.9085365853658536,0.0426829268292682,0.1341463414634146,0.073170731707317,1.103658536585366,2.381675566000914,0,Non-Champion,0.58,1.83,15.08,0.047,0.148,0.39,15
Peter Arundell,United Kingdom,"[1963, 1964, 1966]",0.0,-0.31474073567269895,11.0,0.0,-0.19230290088106675,-0.12180049515709508,0.0,-0.16496209323404415,0,,1960,0.0,0.8461538461538461,0.0,0.1538461538461538,0.0,0.9230769230769232,-0.18994150678403982,0,Non-Champion,0.0,0.67,4.0,0.0,0.182,0.0,42
Alberto Ascari,Italy,"[1950, 1951, 1952, 1953, 1954, 1955]",2.0,0.05735809102833988,32.0,14.0,1.8113406203949785,0.9180961913644644,12.0,0.1948365252092067,0,"[1952, 1953]",1950,0.4242424242424242,0.9696969696969696,0.3939393939393939,0.5151515151515151,0.3636363636363636,3.2618181818181817,0.6672641841442782,1,Champion,2.17,2.83,17.94,0.406,0.531,0.93,21
Peter Ashdown,United Kingdom,[1959],0.0,-0.5380000316933222,1.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1960,0.0,1.0,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,42
Ian Ashley,United Kingdom,"[1974, 1975, 1976, 1977]",0.0,-0.35195061834280283,4.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1980,0.0,0.3636363636363636,0.0,0.0,0.0,0.0,0.09579372352539954,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,42
Gerry Ashmore,United Kingdom,"[1961, 1962]",0.0,-0.4821852076881664,3.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1960,0.0,0.75,0.0,0.0,0.0,0.0,-0.4756767370934792,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,42
Bill Aston,United Kingdom,[1952],0.0,-0.5007901490232184,1.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1950,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,42
Richard Attwood,United Kingdom,"[1964, 1965, 1967, 1968, 1969]",0.0,-0.2403209703324912,16.0,0.0,-0.19230290088106675,-0.19112694092519905,1.0,-0.16872410304629062,0,,1970,0.0,0.9411764705882352,0.0,0.0588235294117647,0.0588235294117647,0.6470588235294118,0.3815289538348389,0,Non-Champion,0.0,0.2,2.2,0.0,0.062,0.0,42
Manny Ayulo,United States,"[1951, 1952, 1953, 1954]",0.0,-0.44497532501806253,4.0,0.0,-0.19230290088106675,-0.19112694092519905,0.0,-0.2025821913565087,0,,1950,0.0,0.6666666666666666,0.0,0.1666666666666666,0.0,0.3333333333333333,0.09579372352539954,0,Non-Champion,0.0,0.25,0.5,0.0,0.25,0.0,43
Luca Badoer,Italy,"[1993, 1995, 1996, 1999, 2009]",0.0,0.5224816244046384,50.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,2000,0.0,0.8620689655172413,0.0,0.0,0.0,0.0,0.3815289538348389,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,21
Giancarlo Baghetti,Italy,"[1961, 1962, 1963, 1964, 1965, 1966, 1967]",0.0,-0.16590120499228342,21.0,0.0,-0.0381764761675248,-0.19112694092519905,1.0,-0.15743807360955125,0,,1960,0.0,1.0,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.6666666666666666,0.9529994144537176,0,Non-Champion,0.14,0.14,2.0,0.048,0.048,0.0,21
Julian Bailey,United Kingdom,"[1988, 1991]",0.0,-0.18450614632733536,7.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.20634420116875515,0,,1990,0.0,0.35,0.0,0.0,0.0,0.05,-0.4756767370934792,0,Non-Champion,0.0,0.0,0.5,0.0,0.0,0.0,42
Mauro Baldi,Italy,"[1982, 1983, 1984, 1985]",0.0,0.2061976217087554,36.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.19129616191976934,0,,1980,0.0,0.8780487804878049,0.0,0.0,0.0,0.1219512195121951,0.09579372352539954,0,Non-Champion,0.0,0.0,1.25,0.0,0.0,0.0,21
Bobby Ball,United States,"[1951, 1952]",0.0,-0.5193950903582703,2.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2025821913565087,0,,1950,0.0,1.0,0.0,0.0,0.0,1.0,-0.4756767370934792,0,Non-Champion,0.0,0.0,1.0,0.0,0.0,0.0,43
Marcel Balsa,France,[1952],0.0,-0.5380000316933222,1.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,15
Lorenzo Bandini,Italy,"[1961, 1962, 1963, 1964, 1965, 1966, 1967]",0.0,0.22480256304380736,42.0,1.0,-0.0381764761675248,0.2941581794515287,2.0,0.008090358129292718,0,,1960,0.0238095238095238,1.0,0.0238095238095238,0.1904761904761904,0.0476190476190476,1.380952380952381,0.9529994144537176,0,Non-Champion,0.14,1.14,8.29,0.024,0.19,1.0,21
Henry Banks,United States,"[1950, 1951, 1952]",0.0,-0.4635802663531145,3.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1950,0.0,0.6,0.0,0.0,0.0,0.0,-0.18994150678403982,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,43
Fabrizio Barbazza,Italy,"[1991, 1993]",0.0,-0.18450614632733536,8.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2025821913565087,0,,1990,0.0,0.4,0.0,0.0,0.0,0.1,-0.4756767370934792,0,Non-Champion,0.0,0.0,1.0,0.0,0.0,0.0,21
John Barber,United Kingdom,[1953],0.0,-0.5380000316933222,1.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,42
Skip Barber,United States,"[1971, 1972]",0.0,-0.44497532501806253,5.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1970,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,-0.4756767370934792,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,43
Paolo Barilla,Italy,"[1989, 1990]",0.0,-0.27753085300259506,9.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1990,0.0,0.6,0.0,0.0,0.0,0.0,-0.4756767370934792,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,21
Rubens Barrichello,Brazil,"[1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011]",0.0,5.508605902198559,322.0,14.0,1.5030877709678947,4.453744925537767,17.0,2.265296245477165,0,,2000,0.0429447852760736,0.9877300613496932,0.0337423312883435,0.2085889570552147,0.0521472392638036,2.01840490797546,4.38182217816699,0,Non-Champion,0.58,3.58,34.63,0.034,0.211,0.79,5
Michael Bartels,Germany,[1991],0.0,-0.4821852076881664,0.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1990,0.0,0.0,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,,,0.0,16
Edgar Barth,"East Germany, West Germany","[1953, 1957, 1958, 1960, 1961, 1964]",0.0,-0.4263703836830106,5.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1960,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.6672641841442782,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,13
Giorgio Bassi,Italy,[1965],0.0,-0.5380000316933222,1.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1960,0.0,1.0,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,21
Erwin Bauer,West Germany,[1953],0.0,-0.5380000316933222,1.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,46
Zsolt Baumgartner,Hungary,"[2003, 2004]",0.0,-0.18450614632733536,20.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.20634420116875515,0,,2000,0.0,1.0,0.0,0.0,0.0,0.05,-0.4756767370934792,0,Non-Champion,0.0,0.0,0.5,0.0,0.0,0.0,17
Élie Bayol,France,"[1952, 1953, 1954, 1955, 1956]",0.0,-0.40776544234795864,7.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2025821913565087,0,,1950,0.0,0.875,0.0,0.0,0.0,0.25,0.3815289538348389,0,Non-Champion,0.0,0.0,0.4,0.0,0.0,0.0,15
Don Beauman,United Kingdom,[1954],0.0,-0.5380000316933222,1.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,42
Karl-Günther Bechem[g],West Germany,"[1952, 1953]",0.0,-0.5193950903582703,2.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,-0.4756767370934792,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,46
Jean Behra,France,"[1952, 1953, 1954, 1955, 1956, 1957, 1958, 1959]",0.0,0.4294569177293787,52.0,0.0,-0.19230290088106675,0.36348462521963265,1.0,-0.017717029182717954,0,,1960,0.0,0.981132075471698,0.0,0.1698113207547169,0.0188679245283018,0.9649056603773584,1.2387346447631569,0,Non-Champion,0.0,1.12,6.39,0.0,0.173,0.0,15
Derek Bell,United Kingdom,"[1968, 1969, 1970, 1971, 1972, 1974]",0.0,-0.25892591166754314,9.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.20634420116875515,0,,1970,0.0,0.5625,0.0,0.0,0.0,0.0625,0.6672641841442782,0,Non-Champion,0.0,0.0,0.17,0.0,0.0,0.0,42
Stefan Bellof,West Germany,"[1984, 1985]",0.0,-0.14729626365723147,20.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.19505817173201578,0,,1980,0.0,0.9090909090909092,0.0,0.0,0.0,0.1818181818181818,-0.4756767370934792,0,Non-Champion,0.0,0.0,2.0,0.0,0.0,0.0,46
Paul Belmondo,France,"[1992, 1994]",0.0,-0.054271556981971766,7.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1990,0.0,0.2592592592592592,0.0,0.0,0.0,0.0,-0.4756767370934792,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,15
Tom Belsø,Denmark,"[1973, 1974]",0.0,-0.4635802663531145,2.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1970,0.0,0.4,0.0,0.0,0.0,0.0,-0.4756767370934792,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,11
Jean-Pierre Beltoise,France,"[1967, 1968, 1969, 1970, 1971, 1972, 1973, 1974]",0.0,1.0806298644561967,86.0,0.0,-0.0381764761675248,0.2941581794515287,4.0,0.07956854456197533,0,,1970,0.0,0.9772727272727272,0.0113636363636363,0.0909090909090909,0.0454545454545454,0.875,1.2387346447631569,0,Non-Champion,0.12,1.0,9.62,0.012,0.093,0.0,15
Olivier Beretta,Monaco,[1994],0.0,-0.37055555967785475,9.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1990,0.0,0.9,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,26
Allen Berg,Canada,[1986],0.0,-0.3891605010129067,9.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1990,0.0,1.0,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,6
Georges Berger,Belgium,"[1953, 1954]",0.0,-0.5193950903582703,2.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1950,0.0,1.0,0.0,0.0,0.0,0.0,-0.4756767370934792,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,3
Gerhard Berger,Austria,"[1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997]",0.0,3.3504327073325335,210.0,12.0,1.3489613462543526,3.067216010175687,21.0,1.238267566733883,0,,1990,0.0571428571428571,1.0,0.0476190476190476,0.2285714285714285,0.1,1.8333333333333333,2.953146026619793,0,Non-Champion,0.71,3.43,27.5,0.048,0.229,0.83,2
Éric Bernard,France,"[1989, 1990, 1991, 1994]",0.0,0.31782726971906705,45.0,0.0,-0.19230290088106675,-0.19112694092519905,0.0,-0.17248611285853707,0,,1990,0.0,0.9574468085106383,0.0,0.0212765957446808,0.0,0.2127659574468085,0.09579372352539954,0,Non-Champion,0.0,0.25,2.5,0.0,0.022,0.0,15
Enrique Bernoldi,Brazil,"[2001, 2002]",0.0,-0.017061674311867888,28.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,2000,0.0,0.9655172413793104,0.0,0.0,0.0,0.0,-0.4756767370934792,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,5
Enrico Bertaggia,Italy,[1989],0.0,-0.44497532501806253,0.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1990,0.0,0.0,0.0,0.0,0.0,0.0,-0.7614119674029185,0,Non-Champion,0.0,0.0,0.0,,,0.0,21
Tony Bettenhausen,United States,"[1950, 1951, 1952, 1953, 1954, 1955, 1956, 1957, 1958, 1959, 1960]",0.0,-0.35195061834280283,11.0,0.0,-0.19230290088106675,-0.19112694092519905,1.0,-0.16872410304629062,0,,1960,0.0,1.0,0.0,0.0909090909090909,0.0909090909090909,1.0,2.0959403356914748,0,Non-Champion,0.0,0.09,1.0,0.0,0.091,0.0,43
Mike Beuttler,United Kingdom,"[1971, 1972, 1973]",0.0,-0.017061674311867888,28.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2101062109810016,0,,1970,0.0,0.9655172413793104,0.0,0.0,0.0,0.0,-0.18994150678403982,0,Non-Champion,0.0,0.0,0.0,0.0,0.0,0.0,42
Birabongse Bhanudej,Thailand,"[1950, 1951, 1952, 1953, 1954]",0.0,-0.2031110876623873,19.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.18001013248302997,0,,1950,0.0,1.0,0.0,0.0,0.0,0.4210526315789473,0.3815289538348389,0,Non-Champion,0.0,0.0,1.6,0.0,0.0,0.0,41
Jules Bianchi,France,"[2013, 2014]",0.0,0.07596303236339182,34.0,0.0,-0.19230290088106675,-0.26045338669330304,0.0,-0.2025821913565087,0,,2010,0.0,1.0,0.0,0.0,0.0,0.0588235294117647,-0.4756767370934792,0,Non-Champion,0.0,0.0,1.0,0.0,0.0,0.0,15
Lucien Bianchi,Belgium,"[1959, 1960, 1961, 1962, 1963, 1965, 1968]",0.0,-0.2031110876623873,17.0,0.0,-0.19230290088106675,-0.19112694092519905,0.0,-0.1875341521075229,0,,1960,0.0,0.8947368421052632,0.0,0.0526315789473684,0.0,0.3157894736842105,0.9529994144537176,0,Non-Champion,0.0,0.14,0.86,0.0,0.059,0.0,3
